"","x"
"143",1523.16174316406
"144",2067.67431640625
"145",1476.36706542969
"146",1813.84790039062
"147",2464.05322265625
"148",5042.44775390625
"149",1649.19262695312
"150",1591.07861328125
"151",1835.55578613281
"152",3873.93188476562
"153",555.403198242188
"154",4115.89501953125
"155",2317.79028320312
"156",1913.44482421875
"157",655.061462402344
"158",1045.40319824219
"159",1350.67932128906
"160",927.945861816406
"161",2419.49438476562
"162",3100.59399414062
"163",4005.15161132812
"164",3046.27758789062
"165",1134.24267578125
"166",416.619171142578
"167",2264.03125
"168",2785.79541015625
"169",2493.64721679688
"170",653.217529296875
"171",2922.48461914062
"172",2710.09375
"173",348.151153564453
"174",13.8047332763672
"175",2298.20947265625
"176",3246.78002929688
"177",3266.05908203125
"178",4837.8525390625
"179",1105.22021484375
"180",5872.310546875
"181",1769.84216308594
"182",2754.28076171875
"183",4009.05029296875
"184",911.108337402344
"185",383.146667480469
"186",1773.30029296875
"187",3187.20043945312
"188",3883.22021484375
"189",3856.06982421875
"190",2816.89770507812
"191",1666.35217285156
"192",3046.88452148438
"193",2295.890625
"194",668.844360351562
"195",859.171936035156
"196",3512.40893554688
"197",591.0859375
"198",3024.34423828125
"199",2715.50073242188
"200",200.912796020508
"201",2841.0537109375
"202",2310.9970703125
"203",3137.39697265625
"204",2310.16186523438
"205",1680.89831542969
"206",1812.49755859375
"207",3986.41186523438
"208",1589.44372558594
"209",3134.46826171875
"210",1851.71252441406
"211",2895.11938476562
"212",44.7360992431641
"213",2972.14282226562
"214",1453.35375976562
"215",3844.86962890625
"216",2013.24548339844
"217",328.581756591797
"218",6073.037109375
"219",2356.61596679688
"220",3502.31469726562
"221",438.546081542969
"222",2361.24536132812
"223",2732.875
"224",2965.36279296875
"225",1854.69897460938
"226",1300.23596191406
"227",3047.16162109375
"228",2521.8935546875
"229",669.13427734375
"230",1617.73571777344
"231",3957.21069335938
"232",569.692993164062
"233",1578.80529785156
"234",1748.78540039062
"235",1246.68811035156
"236",1695.37487792969
"237",2167.38671875
"238",1892.44885253906
"239",791.431091308594
"240",2832.57055664062
"241",-4.65530490875244
"242",3662.23876953125
"243",369.695526123047
"244",1679.29772949219
"245",446.332092285156
"246",1863.888671875
"247",715.236083984375
"248",706.930969238281
"249",156.076446533203
"250",4227.99560546875
"251",3749.2353515625
"252",577.053588867188
"253",279.096038818359
"254",1602.37756347656
"255",3881.71801757812
"256",1536.55578613281
"257",4085.53491210938
"258",3909.2509765625
"259",1232.353515625
"260",715.103393554688
"261",3355.22192382812
"262",2425.36938476562
"263",2374.43383789062
"264",3656.33349609375
"265",3027.64282226562
"266",2796.55834960938
"267",2664.2734375
"268",3047.80444335938
"269",1754.62329101562
"270",4028.25854492188
"271",3868.5556640625
"272",1745.01977539062
"273",3962.6630859375
"274",2301.49169921875
"275",788.089111328125
"276",1271.43310546875
"277",2204.83374023438
"278",904.571533203125
"279",1877.31384277344
"280",1689.65161132812
"281",2537.90161132812
"282",2462.6943359375
"283",2347.46044921875
"284",2484.61376953125
"285",6084.30224609375
"286",4012.51538085938
"287",340.814514160156
"288",1446.56958007812
"289",811.035827636719
"290",916.2275390625
"291",694.350952148438
"292",1814.564453125
"293",1654.22033691406
"294",1912.84606933594
"295",3975.60278320312
"296",2874.42700195312
"297",1902.83874511719
"298",2642.9892578125
"299",609.91455078125
"300",528.937316894531
"301",804.736938476562
"302",3124.12158203125
"303",3376.27880859375
"304",1704.07995605469
"305",1450.70617675781
"306",2592.70922851562
"307",3790.86254882812
"308",1581.1875
"309",2906.12548828125
"310",4159.96484375
"311",1386.1181640625
"312",3729.35424804688
"313",1760.26403808594
"314",2132.40966796875
"315",1779.8291015625
"316",1071.94213867188
"317",3722.2646484375
"318",2972.138671875
"319",3764.62915039062
"320",1664.3681640625
"321",1641.11853027344
"322",1641.48803710938
"323",2817.46801757812
"324",2896.95751953125
"325",3034.705078125
"326",3096.25048828125
"327",333.946044921875
"328",1938.33349609375
"329",928.719787597656
"330",548.287353515625
"331",490.515655517578
"332",3572.17724609375
"333",4289.3955078125
"334",86.5594329833984
"335",1762.54113769531
"336",1929.06469726562
"337",1004.62554931641
"338",1625.48071289062
"339",3103.2607421875
"340",3192.92016601562
"341",2674.37890625
"342",684.958129882812
"343",2817.43017578125
"344",3707.71655273438
"345",1669.19995117188
"346",2675.14111328125
"347",2386.47192382812
"348",6250.29638671875
"349",2470.09423828125
"350",1578.94018554688
"351",2867.35693359375
"352",764.282836914062
"353",267.201049804688
"354",672.098510742188
"355",3619.98022460938
"356",2732.16088867188
"357",3111.03369140625
"358",1221.42456054688
"359",2771.068359375
"360",2761.37524414062
"361",564.296691894531
"362",2348.22314453125
"363",1470.99108886719
"364",750.854431152344
"365",537.166320800781
"366",1774.28381347656
"367",1517.70654296875
"368",1551.75073242188
"369",2552.630859375
"370",2605.54931640625
"371",4018.66430664062
"372",421.771514892578
"373",451.112701416016
"374",4022.88427734375
"375",4257.91357421875
"376",1560.66650390625
"377",4243.60302734375
"378",906.424987792969
"379",2556.9140625
"380",3296.83935546875
"381",1693.17333984375
"382",3134.75244140625
"383",1479.06091308594
"384",65.676025390625
"385",1678.50671386719
"386",286.749481201172
"387",671.26220703125
"388",2765.94140625
"389",2006.34851074219
"390",1524.13513183594
"391",3001.703125
"392",3955.02905273438
"393",1932.892578125
"394",421.270477294922
"395",1947.32861328125
"396",2473.38012695312
"397",1401.25244140625
"398",1672.34240722656
"399",2999.16967773438
"400",1614.25256347656
"401",2006.3916015625
"402",813.3466796875
"403",2753.48071289062
"404",174.026763916016
"405",2560.0078125
"406",3055.18359375
"407",792.152099609375
"408",2976.3974609375
"409",1383.53637695312
"410",531.746337890625
"411",3195.75048828125
"412",2550.271484375
"413",922.732177734375
"414",2668.49243164062
"415",1746.82421875
"416",305.460876464844
"417",3772.36352539062
"418",740.579528808594
"419",610.603515625
"420",4875.04638671875
"421",1722.01318359375
"422",1160.34655761719
"423",1196.279296875
"424",1994.05517578125
"425",2155.47119140625
"426",3238.51123046875
"427",3894.82788085938
"428",1280.77697753906
"429",3843.7626953125
"430",876.969360351562
"431",1409.06469726562
"432",2567.43286132812
"433",566.294128417969
"434",1817.99719238281
"435",2656.35498046875
"436",5567.68310546875
"437",283.672760009766
"438",1540.33178710938
"439",3414.943359375
"440",2379.44360351562
"441",1798.32739257812
"442",2558.2724609375
"443",762.793212890625
"444",1424.58581542969
"445",2700.16235351562
"446",1850.45520019531
"447",2796.52172851562
"448",3760.271484375
"449",5149.19677734375
"450",2204.55322265625
"451",596.168334960938
"452",401.355377197266
"453",2905.28173828125
"454",1939.91650390625
"455",2647.57763671875
"456",1427.94372558594
"457",1689.61193847656
"458",1463.88916015625
"459",3673.37133789062
"460",1615.75305175781
"461",2300.4921875
"462",1836.71508789062
"463",992.408081054688
"464",2123.69921875
"465",4561.22265625
"466",454.118591308594
"467",1366.8466796875
"468",635.975769042969
"469",4180.2001953125
"470",1510.73596191406
"471",4000.30224609375
"472",1375.39770507812
"473",2582.15673828125
"474",28.8337173461914
"475",33.1036796569824
"476",897.792907714844
"477",3022.96044921875
"478",3024.35400390625
"479",339.7421875
"480",1013.75726318359
"481",3739.900390625
"482",1354.560546875
"483",2564.84057617188
"484",3910.1572265625
"485",3836.2607421875
"486",1979.43347167969
"487",3673.81713867188
"488",2603.17895507812
"489",3562.24877929688
"490",1544.9658203125
"491",2368.82958984375
"492",3858.63916015625
"493",2751.48999023438
"494",1320.29089355469
"495",346.920562744141
"496",3190.45190429688
"497",1880.859375
"498",4110.82666015625
"499",3168.99536132812
"500",2440.76635742188
"501",2288.96875
"502",627.090087890625
"503",1330
"504",3746.34204101562
"505",746.189514160156
"506",3030.57202148438
"507",366.233032226562
"508",1859.76208496094
"509",3099.17626953125
"510",3480.52465820312
"511",3446.64306640625
"512",4189.75830078125
"513",198.014205932617
"514",1734.92700195312
"515",2734.05102539062
"516",2441.18823242188
"517",281.449127197266
"518",3725.76318359375
"519",2351.87768554688
"520",585.561767578125
"521",1780.12109375
"522",684.127990722656
"523",661.548767089844
"524",1913.06311035156
"525",5342.97265625
"526",6006.63330078125
"527",2711.58520507812
"528",1620.47399902344
"529",691.012939453125
"530",3156.95190429688
"531",1390.88439941406
"532",3150.10083007812
"533",1543.03686523438
"534",1944.15783691406
"535",685.774169921875
"536",3085.36010742188
"537",1802.60168457031
"538",3735.73999023438
"539",1959.75024414062
"540",3973.59521484375
"541",2653.65771484375
"542",458.851531982422
"543",1349.41003417969
"544",261.263519287109
"545",3828.7353515625
"546",6212.9111328125
"547",2305.98486328125
"548",636.414123535156
"549",3651.67333984375
"550",4401.486328125
"551",961.510864257812
"552",1643.65551757812
"553",448.116333007812
"554",3921.76245117188
"555",2321.31420898438
"556",1365.57336425781
"557",3032.8701171875
"558",406.753387451172
"559",2705.11059570312
"560",3182.54541015625
"561",2587.025390625
"562",909.332946777344
"563",3202.3935546875
"564",2743.78662109375
"565",3219.71411132812
"566",3730.84887695312
"567",4362.77880859375
"568",2224.62915039062
"569",1722.96813964844
"570",3131.98608398438
"571",1234.26953125
"572",2650.1962890625
"573",1473.39672851562
"574",1708.55041503906
"575",2627.21557617188
"576",302.719665527344
"577",348.992248535156
"578",1177.95825195312
"579",714.253479003906
"580",2344.93896484375
"581",2972.51635742188
"582",413.085662841797
"583",4197.88623046875
"584",2588.0048828125
"585",1479.58630371094
"586",2949.68872070312
"587",3506.07861328125
"588",750.51123046875
"589",3025.20092773438
"590",2521.44262695312
"591",4380.208984375
"592",1245.11999511719
"593",2346.84155273438
"594",2910.50903320312
"595",3152.87231445312
"596",690.406127929688
"597",2061.27416992188
"598",1837.17370605469
"599",2828.166015625
"600",2168.02172851562
"601",3014.16552734375
"602",2894.68774414062
"603",2354.08178710938
"604",1859.13757324219
"605",2084.0576171875
"606",5387.583984375
"607",1915.66906738281
"608",1422.28100585938
"609",760.015075683594
"610",551.803283691406
"611",485.069000244141
"612",1839.16748046875
"613",3136.20703125
"614",3340.52587890625
"615",2276.01025390625
"616",578.573181152344
"617",1535.72973632812
"618",811.069763183594
"619",1034.0009765625
"620",289.923034667969
"621",683.305236816406
"622",344.004699707031
"623",1872.87768554688
"624",2492.76318359375
"625",2819.1533203125
"626",2362.36767578125
"627",568.497619628906
"628",2853.01025390625
"629",1430.375
"630",980.1962890625
"631",2353.52124023438
"632",1770.38708496094
"633",1330.01916503906
"634",1250.29382324219
"635",1295.73071289062
"636",347.172698974609
"637",2175.45043945312
"638",514.694519042969
"639",1384.712890625
"640",3074.33642578125
"641",744.215148925781
"642",2293.3818359375
"643",4965.47802734375
"644",3161.76147460938
"645",1866.08959960938
"646",2325.74877929688
"647",2002.80920410156
"648",2629.60229492188
"649",962.158020019531
"650",539.473266601562
"651",2001.40673828125
"652",4180.87060546875
"653",1690.70385742188
"654",2918.00244140625
"655",2954.41796875
"656",3573.60083007812
"657",703.158752441406
"658",327.585906982422
"659",4907.3017578125
"660",4788.00537109375
"661",2886.705078125
"662",3201.87133789062
"663",3590.18286132812
"664",3505.41723632812
"665",690.804565429688
"666",1716.40515136719
"667",2782.90161132812
"668",1651.32543945312
"669",2548.16430664062
"670",2733.45434570312
"671",678.978576660156
"672",3298.41015625
"673",3570.69897460938
"674",1679.62670898438
"675",-4.30919551849365
"676",1603.16528320312
"677",1777.33056640625
"678",505.233367919922
"679",1895.90051269531
"680",2735.25708007812
"681",1645.28393554688
"682",6337.97900390625
"683",2024.4755859375
"684",690.403503417969
"685",2308.43627929688
"686",2981.97924804688
"687",1995.52172851562
"688",3007.861328125
"689",3586.33056640625
"690",42.4098815917969
"691",5727.64111328125
"692",1247.40893554688
"693",1905.8525390625
"694",2355.20776367188
"695",383.31396484375
"696",1740.81384277344
"697",4098.42578125
"698",664.328796386719
"699",3029.1357421875
"700",2514.4765625
"701",3931.84130859375
"702",1963.23608398438
"703",1678.30419921875
"704",650.780456542969
"705",1699.47644042969
"706",3008.68725585938
"707",663.093322753906
"708",3967.02294921875
"709",3326.10864257812
"710",3110.38549804688
"711",3179.37866210938
"712",2805.38256835938
"713",3646.80078125
"714",777.576416015625
"715",1670.28369140625
"716",2510.3330078125
"717",2361.5107421875
"718",370.942810058594
"719",2862.47998046875
"720",670.251953125
"721",1548.42346191406
"722",838.908325195312
"723",295.040832519531
"724",2373.53344726562
"725",3184.03955078125
"726",2754.96997070312
"727",1133.72229003906
"728",1598.60083007812
"729",6353.26513671875
"730",2735.44091796875
"731",1621.42016601562
"732",1733.68884277344
"733",3169.61499023438
"734",552.658569335938
"735",2409.45239257812
"736",1962.67297363281
"737",3116.94360351562
"738",805.284545898438
"739",3992.88842773438
"740",1907.02160644531
"741",1872.92517089844
"742",2032.38049316406
"743",3066.16186523438
"744",2401.8466796875
"745",4022.79711914062
"746",2026.40612792969
"747",3992.0380859375
"748",3151.009765625
"749",4337.1328125
"750",873.922119140625
"751",5824.53466796875
"752",2782.54833984375
"753",2687.13696289062
"754",829.508605957031
"755",1945.01208496094
"756",2868.39965820312
"757",1941.90612792969
"758",1960.03686523438
"759",2163.09228515625
"760",1175.25085449219
"761",3835.72778320312
"762",1803.34716796875
"763",2971.7763671875
"764",1346.31396484375
"765",2701.09057617188
"766",2037.15454101562
"767",5049.56005859375
"768",2353.74926757812
"769",1812.58801269531
"770",2351.61401367188
"771",1256.58264160156
"772",3223.75122070312
"773",2715.60278320312
"774",22.2342166900635
"775",747.913879394531
"776",2875.26245117188
"777",2791.06518554688
"778",2793.19091796875
"779",2306.47729492188
"780",3768.501953125
"781",1535.2265625
"782",1782.84936523438
"783",1279.99047851562
"784",647.721496582031
"785",2596.41748046875
"786",1070.04296875
"787",1420.8837890625
"788",3063.54541015625
"789",663.694763183594
"790",1795.97766113281
"791",2674.25512695312
"792",3197.34155273438
"793",635.833801269531
"794",4016.93530273438
"795",1860.48181152344
"796",1334.60583496094
"797",3751.85375976562
"798",804.029724121094
"799",2516.3291015625
"800",739.4521484375
"801",1493.109375
"802",3177.95458984375
"803",2351.81982421875
"804",282.322265625
"805",1454.37133789062
"806",3006.87622070312
"807",2642.84228515625
"808",3016.81469726562
"809",2939.33520507812
"810",2401.7568359375
"811",1897.17309570312
"812",2949.34594726562
"813",1645.94409179688
"814",1410.11535644531
"815",2363.94189453125
"816",2757.9970703125
"817",2587.63110351562
"818",4015.49194335938
"819",2486.81469726562
"820",3018.17822265625
"821",5.61251068115234
"822",4459.60546875
"823",408.705169677734
"824",1607.75366210938
"825",613.870300292969
"826",1497.70166015625
"827",2400.888671875
"828",3109.14184570312
"829",671.651428222656
"830",740.686401367188
"831",1329.54956054688
"832",145.695022583008
"833",3622.05786132812
"834",1874.43530273438
"835",1932.24365234375
"836",2629.66796875
"837",2841.1396484375
"838",2693.17114257812
"839",2411.70678710938
"840",731.082946777344
"841",4374.06298828125
"842",500.012756347656
"843",472.086456298828
"844",827.268493652344
"845",2532.19775390625
"846",881.448547363281
"847",1601.70349121094
"848",776.204772949219
"849",1693.08911132812
"850",2639.86401367188
"851",2958.716796875
"852",4187.84521484375
"853",5766.73828125
"854",2832.46313476562
"855",691.800476074219
"856",3771.54125976562
"857",1508.76611328125
"858",2706.22583007812
"859",427.169097900391
"860",3645.94555664062
"861",1905.1708984375
"862",5772.47607421875
"863",1933.26879882812
"864",1351.71740722656
"865",1680.98254394531
"866",691.827209472656
"867",5686.22021484375
"868",2730.58203125
"869",2065.44262695312
"870",4342.654296875
"871",2368.66577148438
"872",335.493927001953
"873",1007.82836914062
"874",2863.51318359375
"875",2591.59887695312
"876",61.4238815307617
"877",1254.49401855469
"878",1353.99682617188
"879",723.993103027344
"880",850.316101074219
"881",1638.82690429688
"882",5237.37255859375
"883",3034.82348632812
"884",1400.40100097656
"885",4933.10302734375
"886",2612.17724609375
"887",2648.78100585938
"888",587.794250488281
"889",404.396362304688
"890",2658.43408203125
"891",916.68603515625
"892",1541.34558105469
"893",1402.58557128906
"894",2989.46606445312
"895",1355.68237304688
"896",3987.25317382812
"897",3373.46411132812
"898",1742.40893554688
"899",1336.04724121094
"900",1520.64587402344
"901",536.670593261719
"902",1735.6865234375
"903",2414.44750976562
"904",383.435913085938
"905",3086.6416015625
"906",2575.12377929688
"907",2001.3798828125
"908",1553.61901855469
"909",2961.86865234375
"910",651.541870117188
"911",2883.01147460938
"912",95.6616516113281
"913",2673.93896484375
"914",1877.9248046875
"915",2432.16845703125
"916",3035.9296875
"917",919.012390136719
"918",1987.40844726562
"919",5815.19775390625
"920",1528.97302246094
"921",2781.04663085938
"922",1712.34704589844
"923",2670.66674804688
"924",2175.82495117188
"925",815.731567382812
"926",1711.83081054688
"927",2178.1318359375
"928",3667.396484375
"929",2035.57336425781
"930",1611.22521972656
"931",86.4580154418945
"932",5933.4609375
"933",3578.4169921875
"934",2482.96752929688
"935",4325.67529296875
"936",1763.27136230469
"937",483.937683105469
"938",2357.70556640625
"939",471.355529785156
"940",4048.505859375
"941",5413.07470703125
"942",1870.86828613281
"943",2542.59375
"944",508.007446289062
"945",1364.759765625
"946",347.465209960938
"947",743.480224609375
"948",741.3583984375
"949",2381.65795898438
"950",1172.63806152344
"951",4131.53955078125
"952",4496.47607421875
"953",1311.41296386719
"954",2041.81640625
"955",1135.67260742188
"956",1332.92260742188
"957",1393.21447753906
"958",2393.4775390625
"959",949.247436523438
"960",2428.14965820312
"961",1979.81518554688
"962",4445.64453125
"963",2891.73608398438
"964",575.600341796875
"965",2009.7294921875
"966",1877.40283203125
"967",1958.32775878906
"968",3671.568359375
"969",2676.2294921875
"970",262.92236328125
"971",4480.392578125
"972",1922.32702636719
"973",5256.06640625
"974",2617.05786132812
"975",640.387329101562
"976",2926.625
"977",1164.52563476562
"978",1923.56701660156
"979",2922.34838867188
"980",1651.78881835938
"981",2342.02880859375
"982",1240.85107421875
"983",2682.73266601562
"984",4142.6865234375
"985",2818.96997070312
"986",1408.35705566406
"987",3219.4248046875
"988",850.535339355469
"989",1273.43969726562
"990",3848.8671875
"991",1515.70935058594
"992",1485.0478515625
"993",2721.23095703125
"994",3724.53588867188
"995",5879.41845703125
"996",3577.62817382812
"997",2500.142578125
"998",1606.31652832031
"999",2412.9462890625
"1000",1312.50671386719
"1001",2840.31103515625
"1002",2604.13647460938
"1003",3062.98828125
"1004",3847.57666015625
"1005",1766.7529296875
"1006",2755.45751953125
"1007",2995.57348632812
"1008",1791.85559082031
"1009",2955.3134765625
"1010",3787.30029296875
"1011",1916.23889160156
"1012",383.127166748047
"1013",2279.21069335938
"1014",1233.62829589844
"1015",1162.18579101562
"1016",1812.18090820312
"1017",1327.84313964844
"1018",2993.39672851562
"1019",2656.42260742188
"1020",2671.41455078125
"1021",4709.083984375
"1022",1919.91687011719
"1023",3027.71484375
"1024",532.403015136719
"1025",629.574584960938
"1026",804.729431152344
"1027",3709.38256835938
"1028",3007.25610351562
"1029",2675.70532226562
"1030",3305.72119140625
"1031",1027.36767578125
"1032",1988.57775878906
"1033",2736.11303710938
"1034",1251.24182128906
"1035",1548.72424316406
"1036",4857.16064453125
"1037",4278.75830078125
"1038",1583.78112792969
"1039",4316.234375
"1040",1834.49377441406
"1041",2953.19165039062
"1042",2886.69653320312
"1043",516.317321777344
"1044",5560.68408203125
"1045",2258.93774414062
"1046",1930.484375
"1047",370.329772949219
"1048",1041.82678222656
"1049",2590.59643554688
"1050",2613.05615234375
"1051",981.85546875
"1052",2282.85229492188
"1053",420.106353759766
"1054",4101.18798828125
"1055",1274.18884277344
"1056",2021.4736328125
"1057",2599.61181640625
"1058",2371.30346679688
"1059",2861.60400390625
"1060",1934.95788574219
"1061",1696.09545898438
"1062",2307.0908203125
"1063",2900.53002929688
"1064",683.561889648438
"1065",46.2516593933105
"1066",5918.9013671875
"1067",652.366394042969
"1068",3733.69140625
"1069",4068.34716796875
"1070",113.523262023926
"1071",756.138244628906
"1072",1863.74694824219
"1073",1397.58813476562
"1074",1341.0849609375
"1075",3696.78442382812
"1076",3650.623046875
"1077",785.186218261719
"1078",2000.94458007812
"1079",1276.95971679688
"1080",1279.07531738281
"1081",1641.89099121094
"1082",1419.40161132812
"1083",586.954406738281
"1084",3608.29150390625
"1085",1206.50842285156
"1086",1837.9501953125
"1087",1601.1298828125
"1088",1357.99462890625
"1089",2489.45703125
"1090",1170.23950195312
"1091",3441.587890625
"1092",1776.16735839844
"1093",4281.85400390625
"1094",3479.603515625
"1095",977.136291503906
"1096",2488.94262695312
"1097",810.6591796875
"1098",1116.439453125
"1099",4084.5927734375
"1100",1439.400390625
"1101",2433.34350585938
"1102",1527.35070800781
"1103",1725.9873046875
"1104",641.895385742188
"1105",732.606506347656
"1106",2037.32592773438
"1107",1079.5263671875
"1108",2882.58813476562
"1109",308.821990966797
"1110",2730.74755859375
"1111",1838.57019042969
"1112",2707.34692382812
"1113",681.265319824219
"1114",3047.748046875
"1115",1813.91455078125
"1116",4019.01220703125
"1117",2845.65991210938
"1118",1862.82104492188
"1119",3591.13745117188
"1120",3674.80249023438
"1121",4684.876953125
"1122",3177.00756835938
"1123",3857.59204101562
"1124",3014.49072265625
"1125",3032.06640625
"1126",2574.97583007812
"1127",432.085845947266
"1128",827.881530761719
"1129",1413.16174316406
"1130",2203.99682617188
"1131",3798.85571289062
"1132",1110.59790039062
"1133",1397.95532226562
"1134",3127.29833984375
"1135",547.888854980469
"1136",1910.77294921875
"1137",2186.908203125
"1138",5347.79931640625
"1139",1213.48474121094
"1140",3116.45971679688
"1141",1668.25256347656
"1142",1791.25756835938
"1143",866.838073730469
"1144",2111.6357421875
"1145",2195.05981445312
"1146",475.298919677734
"1147",2375.7587890625
"1148",473.641571044922
"1149",1659.30310058594
"1150",465.230712890625
"1151",3374.79248046875
"1152",696.806335449219
"1153",3775.15454101562
"1154",667.322204589844
"1155",2890.90893554688
"1156",2530.01489257812
"1157",3648.13623046875
"1158",2956.81640625
"1159",1313.37890625
"1160",2384.53173828125
"1161",1045.98571777344
"1162",3206.193359375
"1163",3726.41577148438
"1164",1924.70971679688
"1165",525.828552246094
"1166",2006.58740234375
"1167",3740.353515625
"1168",1635.60095214844
"1169",1707.44873046875
"1170",1953.67663574219
"1171",2415.0703125
"1172",4048.46435546875
"1173",3030.33081054688
"1174",1824.46350097656
"1175",1387.54602050781
"1176",1962.64807128906
"1177",951.925170898438
"1178",635.23583984375
"1179",3089.37768554688
"1180",2641.5302734375
"1181",1800.65209960938
"1182",2267.71044921875
"1183",2427.58740234375
"1184",2711.17358398438
"1185",2619.75903320312
"1186",636.047668457031
"1187",2186.33813476562
"1188",2457.17016601562
"1189",2849.0400390625
"1190",1179.20727539062
"1191",1201.32263183594
"1192",582.313049316406
"1193",3066.70239257812
"1194",3109.74584960938
"1195",6053.93798828125
"1196",361.306182861328
"1197",489.123291015625
"1198",823.817199707031
"1199",769.972961425781
"1200",1679.72351074219
"1201",2025.83544921875
"1202",2366.74682617188
"1203",2475.01953125
"1204",2422.09301757812
"1205",827.216979980469
"1206",1531.48815917969
"1207",2385.2314453125
"1208",3700.08911132812
"1209",808.154174804688
"1210",1504.00988769531
"1211",3647.76440429688
"1212",2557.52709960938
"1213",676.408813476562
"1214",2466.47631835938
"1215",2345.75732421875
"1216",1393.17895507812
"1217",3707.908203125
"1218",1212.90563964844
"1219",1896.67211914062
"1220",1694.82287597656
"1221",1143.26916503906
"1222",5563.05810546875
"1223",2399.01440429688
"1224",1634.7236328125
"1225",390.555328369141
"1226",2972.49194335938
"1227",2518.88012695312
"1228",1218.66711425781
"1229",1487.04907226562
"1230",1075.98083496094
"1231",920.420776367188
"1232",1653.80017089844
"1233",3832.38208007812
"1234",272.535736083984
"1235",418.186767578125
"1236",3077.25317382812
"1237",2881.87719726562
"1238",2667.02124023438
"1239",869.092163085938
"1240",3659.1259765625
"1241",2465.76635742188
"1242",3130.8251953125
"1243",2407.18896484375
"1244",2988.16845703125
"1245",3943.52197265625
"1246",2751.83032226562
"1247",2119.62060546875
"1248",772.410827636719
"1249",3966.37890625
"1250",2179.2724609375
"1251",312.781524658203
"1252",3630.06030273438
"1253",1623.83666992188
"1254",1280.10363769531
"1255",1856.65991210938
"1256",3680.4501953125
"1257",574.7978515625
"1258",2338.15771484375
"1259",4280.88037109375
"1260",426.980346679688
"1261",2950.26245117188
"1262",2542.47583007812
"1263",2692.47436523438
"1264",1323.703125
"1265",504.298522949219
"1266",1756.01977539062
"1267",3449.6962890625
"1268",1922.03076171875
"1269",5884.4521484375
"1270",530.640747070312
"1271",415.609771728516
"1272",1695.41955566406
"1273",1296.2666015625
"1274",366.747039794922
"1275",2787.61669921875
"1276",5794.9599609375
"1277",2728.02978515625
"1278",3013.72778320312
"1279",1610.20336914062
"1280",957.459716796875
"1281",1853.01013183594
"1282",3078.81274414062
"1283",3382.59643554688
